DateTime,OKX Open,OKX High,OKX Low,OKX Close,OKX Volume,OKX Spread,OKX Percentage Change,Binance Open,Binance High,Binance Low,Binance Close,Binance Volume,Binance Close Time,Binance Quote Asset Volume,Binance Number of Trades,Binance Taker buy base asset volume,Binance Taker buy quote asset volume,Binance Spread,Binance Percentage Change,Close Price Difference
1707526080000,117.35,117.35,117.3,117.3,2.733859,0.04999999999999716,-0.10219724067450565,117.38000000,117.38000000,117.33000000,117.33000000,35.56000000,,,,,,0.04999999999999716,-0.06813729665275385,-0.030000000000001137
1707526140000,117.33,117.34,117.16,117.29,24.634779,0.18000000000000682,-0.008525149190103073,117.34000000,117.35000000,117.14000000,117.26000000,159.81000000,,,,,,0.20999999999999375,-0.0596607858177731,0.030000000000001137
1707526200000,117.29,117.36,117.29,117.36,5.952187,0.06999999999999318,0.059681132236331466,117.28000000,117.37000000,117.28000000,117.37000000,14.25000000,,,,,,0.09000000000000341,0.09380863039399576,-0.010000000000005116
1707526260000,117.5,117.5,117.33,117.33,2.744503,0.1700000000000017,-0.025562372188140028,117.37000000,117.48000000,117.34000000,117.34000000,104.30000000,,,,,,0.14000000000000057,-0.025560194257477322,-0.010000000000005116
1707526320000,117.34,117.38,117.3,117.3,13.668646,0.0799999999999983,-0.025568908207620502,117.31000000,117.31000000,117.30000000,117.30000000,6.61000000,,,,,,0.010000000000005116,-0.03408897221749297,0.0
1707526380000,117.3,117.3,117.3,117.3,0,0.0,0.0,117.30000000,117.35000000,117.29000000,117.33000000,37.25000000,,,,,,0.05999999999998806,0.02557544757033345,-0.030000000000001137
1707526440000,117.3,117.3,117.3,117.3,0,0.0,0.0,117.34000000,117.38000000,117.34000000,117.38000000,9.16000000,,,,,,0.03999999999999204,0.0426148470126968,-0.0799999999999983
1707526500000,117.38,117.39,117.34,117.34,27.66624,0.04999999999999716,0.03410059676044864,117.37000000,117.41000000,117.34000000,117.39000000,15.10000000,,,,,,0.06999999999999318,0.008519338899305774,-0.04999999999999716
1707526560000,117.34,117.34,117.34,117.34,0,0.0,0.0,117.40000000,117.41000000,117.33000000,117.35000000,102.15000000,,,,,,0.0799999999999983,-0.03407445267910917,-0.009999999999990905
1707526620000,117.34,117.34,117.34,117.34,0,0.0,0.0,117.35000000,117.38000000,117.34000000,117.36000000,19.49000000,,,,,,0.03999999999999204,0.008521516830000098,-0.01999999999999602
1707526680000,117.35,117.35,117.35,117.35,2.722886,0.0,0.00852224305436416,117.32000000,117.32000000,117.31000000,117.31000000,4.12000000,,,,,,0.009999999999990905,-0.04260395364689601,0.03999999999999204
1707526740000,117.35,117.35,117.35,117.35,0,0.0,0.0,117.31000000,117.31000000,117.31000000,117.31000000,0.00000000,,,,,,0.0,0.0,0.03999999999999204
1707526800000,117.37,117.41,117.36,117.41,3.739927,0.04999999999999716,0.051129100979976375,117.35000000,117.37000000,117.31000000,117.37000000,13.63000000,,,,,,0.060000000000002274,0.05114653482226773,0.03999999999999204
1707526860000,117.41,117.41,117.41,117.41,0,0.0,0.0,117.37000000,117.43000000,117.37000000,117.40000000,21.11000000,,,,,,0.060000000000002274,0.025560194257477322,0.009999999999990905
