DateTime,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume
1698835020000,111.26000000,111.30000000,111.00000000,111.17000000,135.26000000,1698835079999,15028.31640000,113,33.44000000,3718.37110000
1698835080000,111.17000000,111.20000000,111.02000000,111.02000000,14.81000000,1698835139999,1646.01470000,25,7.55000000,839.31200000
1698835140000,111.05000000,111.16000000,111.03000000,111.09000000,67.10000000,1698835199999,7453.36840000,52,56.70000000,6298.11950000
1698835200000,111.08000000,111.09000000,111.07000000,111.08000000,21.96000000,1698835259999,2439.28010000,15,0.00000000,0.00000000
1698835260000,111.08000000,111.25000000,111.03000000,111.21000000,56.88000000,1698835319999,6322.24780000,38,50.31000000,5591.84560000
1698835320000,111.24000000,111.24000000,111.14000000,111.22000000,23.46000000,1698835379999,2609.36720000,13,3.58000000,398.13010000
1698835380000,111.21000000,111.21000000,111.09000000,111.19000000,35.02000000,1698835439999,3891.23430000,34,14.17000000,1574.48460000
1698835440000,111.18000000,111.21000000,111.07000000,111.07000000,20.23000000,1698835499999,2248.44340000,24,3.05000000,338.78870000
1698835500000,111.08000000,111.08000000,110.80000000,110.81000000,186.98000000,1698835559999,20749.53180000,149,44.68000000,4958.93090000
1698835560000,110.80000000,110.88000000,110.68000000,110.69000000,70.38000000,1698835619999,7795.24760000,85,15.95000000,1766.49850000
1698835620000,110.76000000,110.81000000,110.63000000,110.63000000,47.66000000,1698835679999,5277.00800000,38,24.96000000,2764.44570000
1698835680000,110.63000000,110.82000000,110.61000000,110.77000000,31.28000000,1698835739999,3463.76180000,45,26.99000000,2988.98340000
1698835740000,110.78000000,110.78000000,110.71000000,110.74000000,0.92000000,1698835799999,101.87630000,5,0.59000000,65.33240000
1698835800000,110.79000000,111.00000000,110.79000000,110.97000000,35.91000000,1698835859999,3983.40030000,34,27.34000000,3032.52530000
1698835860000,110.97000000,111.14000000,110.97000000,111.11000000,106.72000000,1698835919999,11848.62460000,21,83.88000000,9310.86050000
1698835920000,111.09000000,111.13000000,111.02000000,111.02000000,15.79000000,1698835979999,1754.23830000,25,10.00000000,1111.17860000
1698835980000,111.02000000,111.02000000,110.80000000,110.81000000,40.98000000,1698836039999,4544.77040000,37,21.29000000,2361.63010000
1698836040000,110.87000000,110.97000000,110.87000000,110.97000000,33.41000000,1698836099999,3705.36800000,19,18.39000000,2039.46800000
1698836100000,110.97000000,111.02000000,110.74000000,110.92000000,134.68000000,1698836159999,14943.45190000,61,105.13000000,11667.24980000
1698836160000,111.00000000,111.24000000,111.00000000,111.17000000,31.89000000,1698836219999,3544.04890000,32,17.32000000,1925.66500000
1698836220000,111.24000000,111.36000000,111.24000000,111.33000000,22.40000000,1698836279999,2493.60820000,32,21.90000000,2437.96320000
1698836280000,111.29000000,111.36000000,111.26000000,111.29000000,14.45000000,1698836339999,1608.51180000,31,4.19000000,466.44320000
1698836340000,111.33000000,111.56000000,111.33000000,111.50000000,21.86000000,1698836399999,2437.24210000,37,14.03000000,1563.87470000
1698836400000,111.41000000,111.68000000,111.41000000,111.67000000,112.68000000,1698836459999,12571.78580000,81,53.75000000,5999.16140000
1698836460000,111.66000000,112.08000000,111.66000000,112.04000000,103.04000000,1698836519999,11535.94280000,109,90.76000000,10160.62800000
1698836520000,111.96000000,111.96000000,111.78000000,111.79000000,30.91000000,1698836579999,3457.38260000,43,1.76000000,196.84530000
1698836580000,111.85000000,112.17000000,111.79000000,112.13000000,111.74000000,1698836639999,12511.20730000,71,92.34000000,10339.87240000
1698836640000,112.15000000,112.39000000,112.11000000,112.20000000,141.75000000,1698836699999,15903.44930000,82,43.92000000,4929.21750000
1698836700000,112.19000000,112.64000000,112.18000000,112.54000000,250.92000000,1698836759999,28226.33780000,166,198.10000000,22283.97460000
1698836760000,112.48000000,112.49000000,112.25000000,112.25000000,67.64000000,1698836819999,7599.34560000,47,7.52000000,845.44100000
1698836820000,112.20000000,112.31000000,111.81000000,112.02000000,320.71000000,1698836879999,35909.88750000,106,23.95000000,2687.09360000
1698836880000,111.99000000,112.07000000,111.99000000,112.02000000,36.08000000,1698836939999,4043.29430000,16,3.19000000,357.45370000
1698836940000,112.02000000,112.23000000,112.00000000,112.03000000,239.97000000,1698836999999,26900.14110000,76,146.13000000,16382.08880000
1698837000000,112.03000000,112.08000000,111.99000000,112.00000000,31.71000000,1698837059999,3552.32220000,29,8.57000000,960.49810000
1698837060000,112.03000000,112.10000000,112.02000000,112.03000000,13.13000000,1698837119999,1471.30720000,18,10.79000000,1209.16340000
1698837120000,112.03000000,112.06000000,111.99000000,111.99000000,24.78000000,1698837179999,2775.67860000,15,0.21000000,23.52630000
1698837180000,111.99000000,112.00000000,111.76000000,111.83000000,351.31000000,1698837239999,39289.04900000,90,299.54000000,33492.07330000
1698837240000,111.75000000,111.75000000,111.56000000,111.65000000,97.10000000,1698837299999,10843.04550000,63,68.19000000,7616.07660000
1698837300000,111.67000000,111.71000000,111.41000000,111.41000000,107.17000000,1698837359999,11950.28350000,61,52.30000000,5832.87440000
1698837360000,111.41000000,111.47000000,111.23000000,111.24000000,117.32000000,1698837419999,13060.91520000,65,71.02000000,7906.06660000
1698837420000,111.28000000,111.28000000,111.13000000,111.17000000,113.53000000,1698837479999,12621.88830000,52,63.97000000,7111.66090000
1698837480000,111.17000000,111.25000000,111.17000000,111.25000000,43.89000000,1698837539999,4879.32840000,11,41.09000000,4568.02440000
1698837540000,111.23000000,111.23000000,111.17000000,111.18000000,17.45000000,1698837599999,1940.78730000,15,9.41000000,1046.64200000
1698837600000,111.27000000,111.63000000,111.27000000,111.58000000,6.20000000,1698837659999,690.96810000,11,3.08000000,343.34430000
1698837660000,111.52000000,111.61000000,111.44000000,111.57000000,12.10000000,1698837719999,1349.21310000,15,3.49000000,389.21590000
1698837720000,111.62000000,111.68000000,111.53000000,111.54000000,21.04000000,1698837779999,2348.05810000,15,2.74000000,305.99840000
1698837780000,111.58000000,111.61000000,111.44000000,111.44000000,13.01000000,1698837839999,1451.11710000,11,5.22000000,582.08910000
1698837840000,111.32000000,111.59000000,111.32000000,111.51000000,7.14000000,1698837899999,795.63200000,13,4.48000000,498.81690000
1698837900000,111.49000000,111.70000000,111.46000000,111.70000000,63.85000000,1698837959999,7126.13010000,35,21.60000000,2410.94370000
1698837960000,111.57000000,111.58000000,111.54000000,111.58000000,16.73000000,1698838019999,1866.49140000,10,8.36000000,932.60960000
1698838020000,111.56000000,111.60000000,111.41000000,111.51000000,70.77000000,1698838079999,7890.40030000,61,27.82000000,3102.61150000
1698838080000,111.56000000,111.76000000,111.56000000,111.76000000,88.87000000,1698838139999,9925.36830000,41,53.42000000,5966.33300000
1698838140000,111.76000000,111.94000000,111.76000000,111.92000000,36.52000000,1698838199999,4087.20160000,28,16.48000000,1844.04780000
1698838200000,111.90000000,112.09000000,111.90000000,112.09000000,50.58000000,1698838259999,5665.45660000,39,43.82000000,4908.06330000
1698838260000,112.00000000,112.00000000,111.88000000,111.99000000,10.29000000,1698838319999,1152.18460000,11,4.72000000,528.42730000
1698838320000,111.95000000,112.02000000,111.86000000,111.97000000,31.82000000,1698838379999,3563.48110000,25,28.64000000,3207.38720000
1698838380000,111.92000000,111.96000000,111.90000000,111.90000000,34.39000000,1698838439999,3849.36860000,16,18.40000000,2059.79590000
1698838440000,111.91000000,111.97000000,111.91000000,111.97000000,11.55000000,1698838499999,1293.08660000,11,10.32000000,1155.37420000
1698838500000,111.97000000,112.05000000,111.89000000,112.05000000,42.77000000,1698838559999,4791.60460000,22,19.85000000,2223.60260000
1698838560000,112.01000000,112.09000000,111.96000000,112.09000000,31.40000000,1698838619999,3518.82330000,19,14.37000000,1610.46970000
1698838620000,112.09000000,112.21000000,112.02000000,112.02000000,114.44000000,1698838679999,12832.62470000,48,76.07000000,8531.65160000
1698838680000,112.09000000,112.15000000,111.98000000,111.98000000,26.11000000,1698838739999,2926.61320000,37,4.38000000,491.07200000
1698838740000,111.97000000,112.01000000,111.95000000,111.96000000,7.61000000,1698838799999,852.08900000,12,4.62000000,517.29970000
1698838800000,111.96000000,112.27000000,111.96000000,112.01000000,84.56000000,1698838859999,9477.08080000,56,9.53000000,1068.64820000
1698838860000,112.01000000,112.13000000,111.95000000,111.96000000,34.60000000,1698838919999,3876.48030000,42,22.70000000,2544.02290000
1698838920000,111.96000000,111.97000000,111.68000000,111.80000000,12.03000000,1698838979999,1344.61740000,32,1.53000000,171.00240000
1698838980000,111.79000000,111.84000000,111.66000000,111.80000000,48.33000000,1698839039999,5399.66390000,46,29.26000000,3268.90430000
1698839040000,111.82000000,111.93000000,111.73000000,111.83000000,35.30000000,1698839099999,3946.83600000,28,16.89000000,1887.89350000
1698839100000,111.83000000,111.95000000,111.82000000,111.94000000,39.00000000,1698839159999,4363.07400000,33,25.36000000,2836.85600000
1698839160000,111.94000000,112.00000000,111.94000000,111.94000000,37.04000000,1698839219999,4146.85450000,31,27.70000000,3101.25840000
1698839220000,111.99000000,111.99000000,111.78000000,111.83000000,41.93000000,1698839279999,4692.24380000,23,0.25000000,27.95300000
1698839280000,111.85000000,111.98000000,111.85000000,111.98000000,12.45000000,1698839339999,1393.55330000,15,10.98000000,1229.09060000
1698839340000,111.95000000,112.10000000,111.95000000,112.05000000,39.16000000,1698839399999,4386.97440000,28,22.92000000,2567.17430000
1698839400000,112.03000000,112.03000000,111.82000000,111.98000000,39.40000000,1698839459999,4409.25740000,41,12.67000000,1417.77890000
1698839460000,112.01000000,112.09000000,111.99000000,112.05000000,22.00000000,1698839519999,2465.86730000,17,7.88000000,883.18150000
1698839520000,112.05000000,112.12000000,112.05000000,112.12000000,5.08000000,1698839579999,569.37610000,18,2.62000000,293.66620000
1698839580000,112.11000000,112.11000000,111.92000000,112.05000000,71.84000000,1698839639999,8047.26270000,60,46.63000000,5223.74620000
1698839640000,112.03000000,112.16000000,112.02000000,112.02000000,9.99000000,1698839699999,1120.02850000,23,9.49000000,1063.98150000
1698839700000,112.03000000,112.03000000,111.98000000,111.99000000,1.46000000,1698839759999,163.50380000,5,0.00000000,0.00000000
1698839760000,111.93000000,111.93000000,111.82000000,111.84000000,10.69000000,1698839819999,1195.67080000,11,5.69000000,636.40280000
1698839820000,111.99000000,112.20000000,111.99000000,112.20000000,44.23000000,1698839879999,4962.18680000,26,43.61000000,4892.66180000
1698839880000,112.21000000,112.21000000,111.93000000,112.05000000,27.34000000,1698839939999,3063.04120000,32,2.34000000,262.35580000
1698839940000,112.05000000,112.29000000,112.03000000,112.13000000,54.09000000,1698839999999,6065.47010000,57,37.05000000,4153.52920000
1698840000000,112.05000000,112.20000000,111.98000000,112.16000000,176.65000000,1698840059999,19805.33110000,73,122.14000000,13695.01350000
1698840060000,112.23000000,112.23000000,112.17000000,112.17000000,23.65000000,1698840119999,2653.49250000,23,2.38000000,267.05210000
1698840120000,112.16000000,112.25000000,112.09000000,112.12000000,88.74000000,1698840179999,9951.46410000,42,64.03000000,7180.87370000
1698840180000,112.14000000,112.23000000,112.01000000,112.08000000,60.06000000,1698840239999,6736.00620000,32,20.87000000,2339.21140000
1698840240000,112.07000000,112.09000000,111.87000000,111.87000000,13.80000000,1698840299999,1545.75710000,18,2.11000000,236.50430000
1698840300000,111.88000000,111.94000000,111.74000000,111.76000000,83.77000000,1698840359999,9370.78500000,73,57.20000000,6400.48340000
1698840360000,111.76000000,111.89000000,111.71000000,111.76000000,22.52000000,1698840419999,2517.69740000,30,9.87000000,1103.73650000
1698840420000,111.83000000,111.91000000,111.83000000,111.84000000,44.24000000,1698840479999,4949.96350000,24,24.06000000,2692.16750000
1698840480000,111.85000000,111.95000000,111.82000000,111.86000000,32.20000000,1698840539999,3602.48530000,26,23.03000000,2576.75170000
1698840540000,111.87000000,111.90000000,111.65000000,111.70000000,49.76000000,1698840599999,5560.91840000,51,16.30000000,1822.67970000
1698840600000,111.67000000,111.82000000,111.64000000,111.82000000,26.21000000,1698840659999,2927.34170000,25,15.71000000,1754.76930000
1698840660000,111.75000000,111.79000000,111.75000000,111.78000000,8.54000000,1698840719999,954.59670000,11,4.13000000,461.60980000
1698840720000,111.77000000,111.84000000,111.77000000,111.82000000,13.92000000,1698840779999,1556.07310000,13,13.26000000,1482.26270000
1698840780000,111.94000000,112.00000000,111.89000000,111.89000000,19.43000000,1698840839999,2174.58020000,21,9.62000000,1076.83320000
1698840840000,111.88000000,111.88000000,111.76000000,111.83000000,10.99000000,1698840899999,1229.03120000,15,5.53000000,618.31650000
1698840900000,111.81000000,111.84000000,111.69000000,111.76000000,22.16000000,1698840959999,2476.49890000,26,8.09000000,904.32900000
1698840960000,111.76000000,111.79000000,111.62000000,111.62000000,14.38000000,1698841019999,1606.60900000,27,5.45000000,608.75480000
1698841020000,111.63000000,111.77000000,111.60000000,111.76000000,85.93000000,1698841079999,9591.68920000,48,14.80000000,1652.62200000
1698841080000,111.71000000,111.84000000,111.65000000,111.70000000,105.31000000,1698841139999,11773.30050000,40,95.05000000,10626.99780000
1698841140000,111.72000000,111.78000000,111.67000000,111.67000000,6.31000000,1698841199999,704.96700000,7,6.11000000,682.62700000
1698841200000,111.68000000,111.68000000,111.60000000,111.65000000,49.88000000,1698841259999,5567.29840000,28,20.58000000,2297.08520000
1698841260000,111.61000000,111.66000000,111.47000000,111.47000000,977.76000000,1698841319999,109117.06860000,146,18.26000000,2037.87120000
1698841320000,111.47000000,111.56000000,111.45000000,111.46000000,48.28000000,1698841379999,5383.92160000,53,17.51000000,1952.74310000
1698841380000,111.46000000,111.49000000,111.27000000,111.34000000,109.95000000,1698841439999,12242.50100000,70,21.82000000,2429.93710000
1698841440000,111.34000000,111.38000000,111.30000000,111.37000000,18.70000000,1698841499999,2082.25940000,20,9.44000000,1051.16260000
1698841500000,111.34000000,111.37000000,111.25000000,111.31000000,32.34000000,1698841559999,3600.58510000,39,20.67000000,2301.35330000
1698841560000,111.24000000,111.42000000,111.24000000,111.34000000,17.06000000,1698841619999,1899.33270000,29,13.47000000,1499.86620000
1698841620000,111.30000000,111.31000000,111.24000000,111.30000000,10.62000000,1698841679999,1181.57200000,14,1.03000000,114.64930000
1698841680000,111.35000000,111.61000000,111.31000000,111.48000000,20.18000000,1698841739999,2248.81260000,29,17.77000000,1980.26470000
1698841740000,111.40000000,111.59000000,111.39000000,111.57000000,27.12000000,1698841799999,3024.73200000,27,23.24000000,2591.87520000
1698841800000,111.55000000,111.63000000,111.33000000,111.37000000,42.42000000,1698841859999,4732.84470000,28,5.95000000,663.60020000
1698841860000,111.43000000,111.79000000,111.37000000,111.65000000,70.58000000,1698841919999,7874.91380000,31,61.75000000,6888.34180000
1698841920000,111.72000000,111.78000000,111.71000000,111.73000000,11.40000000,1698841979999,1273.52780000,13,0.58000000,64.80780000
1698841980000,111.80000000,111.93000000,111.80000000,111.93000000,24.23000000,1698842039999,2710.61940000,34,13.69000000,1531.64540000
1698842040000,111.95000000,112.10000000,111.94000000,112.05000000,126.69000000,1698842099999,14192.58150000,38,118.28000000,13250.75440000
1698842100000,112.09000000,112.27000000,112.09000000,112.27000000,73.56000000,1698842159999,8255.86890000,51,69.51000000,7801.42080000
1698842160000,112.29000000,112.39000000,112.11000000,112.20000000,186.52000000,1698842219999,20939.99360000,102,80.00000000,8986.74140000
1698842220000,112.28000000,112.35000000,112.22000000,112.30000000,33.70000000,1698842279999,3784.06230000,27,10.92000000,1225.87870000
1698842280000,112.32000000,112.58000000,112.30000000,112.58000000,500.52000000,1698842339999,56275.89010000,151,396.83000000,44616.65460000
1698842340000,112.58000000,112.63000000,112.29000000,112.37000000,168.68000000,1698842399999,18973.36790000,103,93.70000000,10542.72170000
1698842400000,112.36000000,112.37000000,112.22000000,112.30000000,68.05000000,1698842459999,7642.09850000,40,54.82000000,6156.83620000
1698842460000,112.29000000,112.39000000,112.23000000,112.23000000,59.55000000,1698842519999,6688.78550000,28,26.75000000,3004.81050000
1698842520000,112.24000000,112.30000000,112.16000000,112.30000000,40.78000000,1698842579999,4575.75110000,25,28.62000000,3211.46690000
1698842580000,112.30000000,112.47000000,112.20000000,112.22000000,74.39000000,1698842639999,8357.52910000,41,66.23000000,7440.60610000
1698842640000,112.21000000,112.26000000,112.20000000,112.21000000,12.70000000,1698842699999,1425.38260000,13,1.18000000,132.40780000
1698842700000,112.28000000,112.55000000,112.23000000,112.43000000,38.11000000,1698842759999,4284.87120000,35,28.91000000,3250.35410000
1698842760000,112.47000000,112.54000000,112.45000000,112.54000000,87.53000000,1698842819999,9845.31380000,23,4.10000000,461.14410000
1698842820000,112.53000000,112.86000000,112.52000000,112.79000000,89.90000000,1698842879999,10136.66710000,89,54.83000000,6182.88130000
1698842880000,112.81000000,112.85000000,112.62000000,112.65000000,71.95000000,1698842939999,8115.00070000,48,31.68000000,3573.64150000
1698842940000,112.65000000,112.95000000,112.56000000,112.76000000,249.98000000,1698842999999,28190.84130000,151,163.28000000,18412.99170000
1698843000000,112.75000000,113.22000000,112.70000000,113.18000000,464.01000000,1698843059999,52435.26200000,182,449.86000000,50835.49180000
1698843060000,113.14000000,113.14000000,112.86000000,112.96000000,147.85000000,1698843119999,16708.50510000,105,59.60000000,6733.22920000
1698843120000,112.99000000,113.04000000,112.80000000,112.82000000,50.02000000,1698843179999,5648.77070000,49,34.29000000,3872.19530000
1698843180000,112.90000000,113.12000000,112.87000000,113.08000000,77.97000000,1698843239999,8810.98100000,52,59.25000000,6696.59780000
1698843240000,113.01000000,113.48000000,112.95000000,113.19000000,125.64000000,1698843299999,14224.49650000,119,94.31000000,10676.53850000
1698843300000,113.14000000,113.33000000,113.10000000,113.30000000,137.07000000,1698843359999,15508.52130000,52,33.04000000,3740.19670000
1698843360000,113.30000000,113.99000000,113.22000000,113.78000000,299.20000000,1698843419999,34013.26920000,244,236.51000000,26887.27120000
1698843420000,113.80000000,113.86000000,113.58000000,113.68000000,135.97000000,1698843479999,15461.48790000,106,85.44000000,9715.41330000
1698843480000,113.64000000,113.73000000,113.53000000,113.54000000,55.25000000,1698843539999,6278.25770000,63,31.28000000,3555.31340000
1698843540000,113.54000000,113.54000000,113.18000000,113.42000000,108.21000000,1698843599999,12264.40490000,79,59.17000000,6703.91740000
1698843600000,113.43000000,113.70000000,112.95000000,112.95000000,265.24000000,1698843659999,30062.97610000,160,161.41000000,18312.72200000
1698843660000,112.96000000,113.24000000,112.96000000,113.14000000,14.46000000,1698843719999,1635.55860000,25,5.00000000,565.34930000
1698843720000,113.15000000,113.19000000,113.08000000,113.18000000,52.22000000,1698843779999,5907.97050000,44,17.57000000,1987.56460000
1698843780000,113.15000000,113.15000000,112.63000000,112.69000000,214.21000000,1698843839999,24180.40570000,165,79.01000000,8920.26330000
1698843840000,112.71000000,112.82000000,112.65000000,112.78000000,118.52000000,1698843899999,13361.76080000,94,80.12000000,9032.26040000
1698843900000,112.76000000,112.82000000,112.71000000,112.72000000,72.95000000,1698843959999,8226.49770000,35,19.28000000,2174.43780000
1698843960000,112.72000000,112.72000000,112.14000000,112.26000000,383.02000000,1698844019999,43048.60130000,206,71.62000000,8044.27130000
1698844020000,112.29000000,112.40000000,112.23000000,112.29000000,136.34000000,1698844079999,15314.82490000,75,84.50000000,9491.61580000
1698844080000,112.32000000,112.38000000,111.88000000,111.90000000,120.29000000,1698844139999,13485.27570000,147,38.81000000,4352.60130000
1698844140000,111.88000000,111.96000000,111.62000000,111.62000000,154.11000000,1698844199999,17228.00840000,211,88.77000000,9925.11090000
1698844200000,111.68000000,111.98000000,111.66000000,111.90000000,51.20000000,1698844259999,5722.63460000,58,20.61000000,2302.96800000
1698844260000,111.88000000,111.98000000,111.87000000,111.92000000,28.35000000,1698844319999,3173.66810000,25,16.97000000,1900.24510000
1698844320000,111.92000000,112.12000000,111.92000000,112.10000000,42.23000000,1698844379999,4729.91360000,44,14.55000000,1630.57300000
1698844380000,112.12000000,112.34000000,112.01000000,112.30000000,149.55000000,1698844439999,16761.46860000,87,59.73000000,6697.10850000
1698844440000,112.32000000,112.34000000,112.01000000,112.07000000,298.59000000,1698844499999,33478.16750000,220,143.96000000,16140.64870000
1698844500000,112.05000000,112.16000000,111.89000000,111.94000000,230.67000000,1698844559999,25841.08930000,173,127.12000000,14244.99210000
1698844560000,111.94000000,112.24000000,111.94000000,112.18000000,138.60000000,1698844619999,15528.77320000,82,96.12000000,10767.11720000
1698844620000,112.21000000,112.35000000,112.21000000,112.25000000,51.44000000,1698844679999,5775.56120000,56,29.20000000,3278.77050000
1698844680000,112.28000000,112.67000000,112.28000000,112.54000000,97.08000000,1698844739999,10919.26630000,91,64.47000000,7251.93200000
1698844740000,112.48000000,112.51000000,112.27000000,112.30000000,102.58000000,1698844799999,11528.77320000,96,74.37000000,8357.30800000
1698844800000,112.30000000,112.62000000,112.30000000,112.62000000,109.00000000,1698844859999,12260.58910000,102,66.25000000,7451.84460000
1698844860000,112.62000000,112.95000000,112.48000000,112.91000000,277.74000000,1698844919999,31328.41770000,186,218.76000000,24680.63960000
1698844920000,112.92000000,112.92000000,112.17000000,112.26000000,173.41000000,1698844979999,19539.40170000,143,29.51000000,3320.25630000
1698844980000,112.21000000,112.21000000,111.87000000,111.87000000,538.43000000,1698845039999,60292.70920000,200,70.08000000,7850.68010000
1698845040000,111.87000000,111.91000000,111.10000000,111.59000000,863.17000000,1698845099999,96152.22760000,464,99.91000000,11135.80190000
1698845100000,111.64000000,111.65000000,111.39000000,111.45000000,116.98000000,1698845159999,13048.65360000,81,47.02000000,5245.34100000
1698845160000,111.48000000,111.48000000,111.27000000,111.39000000,141.91000000,1698845219999,15805.36090000,131,68.80000000,7663.94170000
1698845220000,111.37000000,111.41000000,111.19000000,111.30000000,206.78000000,1698845279999,23005.20190000,77,175.33000000,19505.39520000
1698845280000,111.31000000,111.59000000,111.23000000,111.33000000,116.66000000,1698845339999,12992.96920000,108,73.68000000,8208.22220000
1698845340000,111.25000000,111.25000000,110.90000000,111.24000000,329.03000000,1698845399999,36542.30240000,262,116.97000000,12993.80220000
1698845400000,111.26000000,111.49000000,110.93000000,110.93000000,29.57000000,1698845459999,3290.95470000,47,11.93000000,1328.75430000
1698845460000,110.90000000,111.00000000,110.55000000,110.92000000,315.95000000,1698845519999,34983.11470000,240,101.21000000,11220.46090000
1698845520000,110.90000000,111.14000000,110.69000000,110.99000000,135.64000000,1698845579999,15042.30540000,129,42.46000000,4708.09250000
1698845580000,111.01000000,111.39000000,110.84000000,111.24000000,57.84000000,1698845639999,6430.15890000,86,33.30000000,3703.38870000
1698845640000,111.20000000,111.28000000,111.00000000,111.19000000,60.50000000,1698845699999,6724.41790000,66,27.77000000,3087.53830000
1698845700000,111.18000000,111.42000000,111.18000000,111.42000000,33.51000000,1698845759999,3729.08690000,32,27.00000000,3004.66330000
1698845760000,111.42000000,111.50000000,111.37000000,111.47000000,72.17000000,1698845819999,8044.73810000,91,52.99000000,5906.60770000
1698845820000,111.52000000,111.58000000,111.19000000,111.22000000,39.58000000,1698845879999,4402.99710000,45,26.72000000,2972.05760000
1698845880000,111.22000000,111.22000000,111.10000000,111.19000000,22.25000000,1698845939999,2473.72610000,35,11.58000000,1287.60300000
1698845940000,111.19000000,111.23000000,111.00000000,111.01000000,29.51000000,1698845999999,3278.95270000,32,7.52000000,835.82240000
1698846000000,111.15000000,111.17000000,110.96000000,111.03000000,24.60000000,1698846059999,2731.02360000,31,8.74000000,970.34880000
1698846060000,110.97000000,111.23000000,110.90000000,110.99000000,62.06000000,1698846119999,6890.48730000,79,34.74000000,3858.85080000
1698846120000,111.03000000,111.11000000,110.97000000,111.06000000,81.61000000,1698846179999,9061.54860000,21,25.50000000,2830.45670000
1698846180000,111.07000000,111.22000000,111.07000000,111.22000000,15.41000000,1698846239999,1712.01490000,5,10.59000000,1176.31550000
1698846240000,111.17000000,111.23000000,111.14000000,111.22000000,31.51000000,1698846299999,3503.61840000,19,11.80000000,1312.12900000
1698846300000,111.14000000,111.14000000,110.86000000,110.95000000,66.95000000,1698846359999,7431.80880000,46,15.53000000,1722.80640000
1698846360000,110.93000000,111.00000000,110.77000000,110.77000000,22.29000000,1698846419999,2472.10920000,35,7.68000000,851.97470000
1698846420000,110.77000000,110.85000000,110.70000000,110.79000000,44.38000000,1698846479999,4916.37030000,29,32.66000000,3618.22810000
1698846480000,110.79000000,110.82000000,110.65000000,110.78000000,374.53000000,1698846539999,41489.10220000,117,151.15000000,16742.00350000
1698846540000,110.86000000,110.94000000,110.75000000,110.92000000,38.05000000,1698846599999,4218.44980000,34,16.18000000,1794.29380000
1698846600000,110.94000000,111.33000000,110.90000000,111.32000000,89.95000000,1698846659999,9995.90020000,54,78.18000000,8689.32550000
1698846660000,111.33000000,111.42000000,111.19000000,111.42000000,17.64000000,1698846719999,1963.42870000,41,10.87000000,1209.86150000
1698846720000,111.37000000,111.45000000,111.31000000,111.41000000,31.31000000,1698846779999,3486.81320000,23,5.94000000,661.81330000
1698846780000,111.39000000,111.43000000,111.34000000,111.38000000,35.82000000,1698846839999,3990.58510000,19,6.66000000,741.93680000
1698846840000,111.40000000,111.40000000,111.26000000,111.29000000,27.39000000,1698846899999,3049.60170000,18,4.00000000,445.26200000
1698846900000,111.26000000,111.26000000,111.15000000,111.15000000,6.02000000,1698846959999,669.47720000,12,0.84000000,93.37440000
1698846960000,111.13000000,111.13000000,111.03000000,111.06000000,32.51000000,1698847019999,3611.68830000,22,6.55000000,727.51180000
1698847020000,111.07000000,111.11000000,111.01000000,111.06000000,12.07000000,1698847079999,1340.40060000,14,2.35000000,261.06830000
1698847080000,111.09000000,111.13000000,111.07000000,111.07000000,3.49000000,1698847139999,387.77510000,8,1.47000000,163.30230000
1698847140000,111.06000000,111.06000000,110.96000000,111.02000000,44.05000000,1698847199999,4890.48160000,33,16.28000000,1806.89110000
1698847200000,111.01000000,111.55000000,111.01000000,111.17000000,59.09000000,1698847259999,6575.81050000,102,34.22000000,3807.75280000
1698847260000,111.19000000,111.23000000,111.14000000,111.17000000,19.00000000,1698847319999,2112.60490000,21,3.83000000,425.90490000
1698847320000,111.13000000,111.17000000,111.02000000,111.15000000,35.86000000,1698847379999,3983.73300000,31,17.47000000,1941.73920000
1698847380000,111.11000000,111.11000000,110.92000000,110.93000000,100.72000000,1698847439999,11178.55320000,77,35.03000000,3888.16230000
1698847440000,110.94000000,111.00000000,110.81000000,110.90000000,175.81000000,1698847499999,19501.48050000,103,106.51000000,11815.77280000
1698847500000,110.88000000,110.91000000,110.63000000,110.66000000,160.38000000,1698847559999,17757.85130000,148,53.52000000,5927.75900000
1698847560000,110.67000000,110.80000000,110.64000000,110.68000000,83.73000000,1698847619999,9270.52880000,75,45.76000000,5067.55730000
1698847620000,110.72000000,110.92000000,110.72000000,110.84000000,47.22000000,1698847679999,5231.48570000,52,32.06000000,3551.40630000
1698847680000,110.78000000,110.90000000,110.78000000,110.88000000,83.03000000,1698847739999,9205.71970000,24,83.03000000,9205.71970000
1698847740000,110.90000000,110.95000000,110.81000000,110.84000000,106.92000000,1698847799999,11854.02990000,48,55.16000000,6115.53280000
1698847800000,110.80000000,110.80000000,110.71000000,110.80000000,22.30000000,1698847859999,2470.13830000,26,14.00000000,1550.61070000
1698847860000,110.79000000,110.79000000,110.66000000,110.70000000,56.08000000,1698847919999,6206.87940000,37,33.26000000,3681.11160000
1698847920000,110.78000000,110.79000000,110.73000000,110.73000000,7.56000000,1698847979999,837.36420000,11,1.60000000,177.19350000
1698847980000,110.76000000,110.91000000,110.71000000,110.89000000,146.89000000,1698848039999,16281.22700000,127,77.73000000,8616.62330000
1698848040000,110.92000000,110.98000000,110.83000000,110.85000000,79.17000000,1698848099999,8781.21120000,55,49.00000000,5435.09390000
